time,fl_id,Wasserstein_2
0,0,3.2589361667633057
1,0,0.9357168674468994
2,0,1.2180352210998535
3,0,0.5054497718811035
4,0,0.6573514938354492
5,0,0.4806845188140869
6,0,0.45868954062461853
7,0,0.5698192715644836
8,0,0.5090879201889038
9,0,0.5247831344604492
10,0,0.49705770611763
11,0,0.7454988956451416
12,0,0.4310559630393982
13,0,0.5691268444061279
14,0,0.7400608658790588
15,0,1.170030951499939
16,0,0.5202450752258301
17,0,1.0132696628570557
18,0,1.003272533416748
19,0,0.9084230065345764
20,0,0.8527864217758179
21,0,0.614083468914032
22,0,0.39327695965766907
23,0,0.42444995045661926
24,0,0.7348963022232056
25,0,0.35825490951538086
26,0,0.4897267520427704
27,0,0.7926942110061646
28,0,0.5714958310127258
29,0,0.5330157279968262
30,0,0.513557493686676
31,0,0.7780167460441589
32,0,0.45576733350753784
33,0,0.4495038688182831
34,0,0.4936980605125427
35,0,0.7090528011322021
36,0,0.46889299154281616
37,0,0.8312827944755554
38,0,0.6721872687339783
39,0,0.5750377774238586
40,0,0.8379547595977783
41,0,0.5450049042701721
42,0,0.5892802476882935
43,0,0.8343560099601746
44,0,0.5285241007804871
45,0,0.4284929931163788
46,0,0.5894100666046143
47,0,0.7408429980278015
48,0,0.5821568369865417
49,0,0.380828857421875
50,0,0.4526042640209198
51,0,0.49305498600006104
52,0,0.5711193680763245
53,0,0.5780079364776611
54,0,0.5706841349601746
55,0,0.500045657157898
56,0,1.6647303104400635
57,0,0.5686367154121399
58,0,0.7104015946388245
59,0,0.44008785486221313
60,0,1.1267261505126953
61,0,1.1377654075622559
62,0,0.5019985437393188
63,0,0.9813193678855896
64,0,0.5598926544189453
65,0,0.4212636947631836
66,0,0.5392116904258728
67,0,0.49043047428131104
68,0,0.6459668874740601
69,0,1.015031337738037
70,0,0.47871100902557373
71,0,0.6564710736274719
72,0,0.7141920924186707
73,0,0.5686430335044861
74,0,0.6361256241798401
75,0,0.9082501530647278
76,0,0.5879465937614441
77,0,1.278149962425232
78,0,0.6155733466148376
79,0,0.6708147525787354
80,0,0.6583349108695984
81,0,0.5551160573959351
82,0,0.9161767363548279
83,0,0.5632122755050659
84,0,0.775183379650116
85,0,1.2179198265075684
86,0,0.7556551098823547
87,0,0.5330130457878113
88,0,0.47235003113746643
89,0,0.47345325350761414
90,0,0.49833500385284424
91,0,0.5496177077293396
92,0,0.3962377607822418
93,0,0.4705190062522888
94,0,0.49842992424964905
95,0,0.7385914921760559
96,0,0.5521338582038879
97,0,0.6442230939865112
98,0,0.5000579953193665
99,0,0.5933536887168884
0,1,3.2882843017578125
1,1,0.8629528284072876
2,1,1.1721231937408447
3,1,0.48680269718170166
4,1,0.6862699389457703
5,1,0.494417279958725
6,1,0.450549453496933
7,1,0.5947645902633667
8,1,0.42410731315612793
9,1,0.5078965425491333
10,1,0.49981024861335754
11,1,0.5919620990753174
12,1,0.42467042803764343
13,1,0.4991976022720337
14,1,0.70738285779953
15,1,1.0127898454666138
16,1,0.48811236023902893
17,1,0.8468213677406311
18,1,0.9424350261688232
19,1,0.9267110824584961
20,1,0.9067399501800537
21,1,0.7295166850090027
22,1,0.47498083114624023
23,1,0.4930330812931061
24,1,0.8198356628417969
25,1,0.480237752199173
26,1,0.47044873237609863
27,1,0.7646185159683228
28,1,0.6375699639320374
29,1,0.6064603328704834
30,1,0.4704594016075134
31,1,0.8409841060638428
32,1,0.5142157673835754
33,1,0.49012285470962524
34,1,0.6583788394927979
35,1,0.8891276717185974
36,1,0.5457729697227478
37,1,0.8269867300987244
38,1,0.5451101660728455
39,1,0.6056686639785767
40,1,0.9263394474983215
41,1,0.554175615310669
42,1,0.5551214814186096
43,1,0.8553752303123474
44,1,0.5907512307167053
45,1,0.6905919909477234
46,1,0.5651723146438599
47,1,0.6048118472099304
48,1,0.465472012758255
49,1,0.4348726272583008
50,1,0.4245867431163788
51,1,0.5755507946014404
52,1,0.6160393357276917
53,1,0.5672798156738281
54,1,0.5485547780990601
55,1,0.494279682636261
56,1,1.656011700630188
57,1,0.5005268454551697
58,1,0.5599359273910522
59,1,0.4937884211540222
60,1,1.2047181129455566
61,1,1.244958519935608
62,1,0.531603217124939
63,1,0.8231642246246338
64,1,0.5157643556594849
65,1,0.45648521184921265
66,1,0.6761245131492615
67,1,0.36666834354400635
68,1,0.6172801852226257
69,1,0.8994492292404175
70,1,0.39289093017578125
71,1,0.6183681488037109
72,1,0.49423855543136597
73,1,0.5150393843650818
74,1,0.5589707493782043
75,1,1.195556879043579
76,1,0.6569914221763611
77,1,1.0658199787139893
78,1,0.6323314309120178
79,1,0.751420795917511
80,1,0.6268360614776611
81,1,0.5597095489501953
82,1,1.0914247035980225
83,1,0.6557438373565674
84,1,0.8024068474769592
85,1,1.3125007152557373
86,1,0.7329649925231934
87,1,0.5191256999969482
88,1,0.42237284779548645
89,1,0.652326762676239
90,1,0.5405651330947876
91,1,0.5859522223472595
92,1,0.4621182084083557
93,1,0.4986514449119568
94,1,0.46369627118110657
95,1,0.7785835862159729
96,1,0.6265637874603271
97,1,0.6833573579788208
98,1,0.6162676811218262
99,1,0.6623883247375488
0,2,3.1951794624328613
1,2,0.7605492472648621
2,2,1.0202717781066895
3,2,0.5363875031471252
4,2,0.5698015093803406
5,2,0.46580103039741516
6,2,0.48793721199035645
7,2,0.5059852004051208
8,2,0.49042537808418274
9,2,0.5067042708396912
10,2,0.4432802200317383
11,2,0.8432261347770691
12,2,0.4555862545967102
13,2,0.5325526595115662
14,2,0.7560029029846191
15,2,1.0855708122253418
16,2,0.4961308240890503
17,2,0.8885263800621033
18,2,1.0353339910507202
19,2,0.9078447222709656
20,2,0.9875949025154114
21,2,0.594908595085144
22,2,0.43635550141334534
23,2,0.5336032509803772
24,2,0.8508695363998413
25,2,0.5295498967170715
26,2,0.495282918214798
27,2,0.7121672034263611
28,2,0.5941410064697266
29,2,0.5522662401199341
30,2,0.5299422144889832
31,2,0.8191794157028198
32,2,0.5258229970932007
33,2,0.4643401503562927
34,2,0.5451189875602722
35,2,0.9313482642173767
36,2,0.4828623831272125
37,2,0.7913041710853577
38,2,0.559506356716156
39,2,0.6090769171714783
40,2,0.882964015007019
41,2,0.5284662246704102
42,2,0.6303306818008423
43,2,0.7521612644195557
44,2,0.4969123303890228
45,2,0.49746620655059814
46,2,0.5887329578399658
47,2,0.6703280806541443
48,2,0.5715912580490112
49,2,0.4329884350299835
50,2,0.480965793132782
51,2,0.44568759202957153
52,2,0.6226382851600647
53,2,0.545790433883667
54,2,0.4743448793888092
55,2,0.5517770648002625
56,2,1.5574851036071777
57,2,0.578507125377655
58,2,0.7319584488868713
59,2,0.4876771569252014
60,2,1.13540518283844
61,2,1.2541172504425049
62,2,0.6165879964828491
63,2,0.920202374458313
64,2,0.4751323461532593
65,2,0.5782138705253601
66,2,0.5607792735099792
67,2,0.4831882119178772
68,2,0.6153128743171692
69,2,1.0830026865005493
70,2,0.5840535759925842
71,2,0.653148353099823
72,2,0.5003032088279724
73,2,0.48545053601264954
74,2,0.5649820566177368
75,2,1.0384728908538818
76,2,0.6218300461769104
77,2,1.1870061159133911
78,2,0.5445877313613892
79,2,0.8110790848731995
80,2,0.7511310577392578
81,2,0.7172681093215942
82,2,0.9897611141204834
83,2,0.48612943291664124
84,2,0.9713330268859863
85,2,1.4259148836135864
86,2,0.7166775465011597
87,2,0.6110008358955383
88,2,0.4744201898574829
89,2,0.736782968044281
90,2,0.5330432057380676
91,2,0.6704949140548706
92,2,0.4973718822002411
93,2,0.6437519788742065
94,2,0.5577146410942078
95,2,0.5757851004600525
96,2,0.5857237577438354
97,2,0.663714587688446
98,2,0.6264346837997437
99,2,0.6537182927131653
0,3,3.5359926223754883
1,3,0.8057701587677002
2,3,1.1231906414031982
3,3,0.5695226192474365
4,3,0.6761735677719116
5,3,0.5563887357711792
6,3,0.515105128288269
7,3,0.5021523833274841
8,3,0.5503708124160767
9,3,0.5422501564025879
10,3,0.46567410230636597
11,3,0.7363672852516174
12,3,0.4198017716407776
13,3,0.5222833752632141
14,3,0.7955591678619385
15,3,1.0498466491699219
16,3,0.5135566592216492
17,3,0.6960547566413879
18,3,0.9945517182350159
19,3,0.9066160917282104
20,3,0.9128018021583557
21,3,0.5924058556556702
22,3,0.44604015350341797
23,3,0.4856307804584503
24,3,0.7668121457099915
25,3,0.5000941157341003
26,3,0.4368886351585388
27,3,0.7390746474266052
28,3,0.6461364030838013
29,3,0.4944588541984558
30,3,0.5437799692153931
31,3,0.84681236743927
32,3,0.49390819668769836
33,3,0.42115139961242676
34,3,0.5148497223854065
35,3,0.8313556909561157
36,3,0.5223948955535889
37,3,0.757007360458374
38,3,0.5863195657730103
39,3,0.5240882635116577
40,3,0.9949808120727539
41,3,0.6175724864006042
42,3,0.5326975584030151
43,3,0.7452845573425293
44,3,0.6894975304603577
45,3,0.4747565984725952
46,3,0.5375018119812012
47,3,0.6944820880889893
48,3,0.48073825240135193
49,3,0.47737669944763184
50,3,0.4801670014858246
51,3,0.5853121876716614
52,3,0.6521120667457581
53,3,0.571100115776062
54,3,0.5076554417610168
55,3,0.49572497606277466
56,3,1.46152925491333
57,3,0.48875224590301514
58,3,0.635169506072998
59,3,0.4471939504146576
60,3,1.1003782749176025
61,3,1.0565606355667114
62,3,0.5040047764778137
63,3,0.8956422805786133
64,3,0.5517975687980652
65,3,0.509255588054657
66,3,0.6142202019691467
67,3,0.45219865441322327
68,3,0.5366166830062866
69,3,0.9596965909004211
70,3,0.4019508361816406
71,3,0.7516658902168274
72,3,0.5492135882377625
73,3,0.4852171242237091
74,3,0.5679190158843994
75,3,1.0507023334503174
76,3,0.6866746544837952
77,3,1.234494924545288
78,3,0.6039319634437561
79,3,0.7734342813491821
80,3,0.6701627969741821
81,3,0.6557708978652954
82,3,1.0812649726867676
83,3,0.5831159949302673
84,3,0.9961300492286682
85,3,1.287102460861206
86,3,0.7662745714187622
87,3,0.5341290235519409
88,3,0.4724549651145935
89,3,0.731340229511261
90,3,0.571521520614624
91,3,0.6200718879699707
92,3,0.5355052947998047
93,3,0.5440144538879395
94,3,0.5181311368942261
95,3,0.6457979083061218
96,3,0.6025554537773132
97,3,0.7530983090400696
98,3,0.6125078797340393
99,3,0.6288401484489441
0,4,2.9119350910186768
1,4,0.900994598865509
2,4,1.1843369007110596
3,4,0.5590406060218811
4,4,0.6489486694335938
5,4,0.5347349643707275
6,4,0.448932945728302
7,4,0.5475660562515259
8,4,0.4527745842933655
9,4,0.4209754467010498
10,4,0.46776655316352844
11,4,1.0108684301376343
12,4,0.4465080201625824
13,4,0.5096012353897095
14,4,0.791813313961029
15,4,1.2277661561965942
16,4,0.5263880491256714
17,4,0.7706884741783142
18,4,0.8992615938186646
19,4,0.9493534564971924
20,4,0.8521429300308228
21,4,0.8319087624549866
22,4,0.4722689092159271
23,4,0.508084774017334
24,4,0.8636409640312195
25,4,0.48693472146987915
26,4,0.48039549589157104
27,4,0.7269744873046875
28,4,0.5763527154922485
29,4,0.5399887561798096
30,4,0.5181372761726379
31,4,0.8063759803771973
32,4,0.5140054225921631
33,4,0.4369443953037262
34,4,0.51665860414505
35,4,0.9720572829246521
36,4,0.510377824306488
37,4,0.7667672634124756
38,4,0.49876174330711365
39,4,0.5724208354949951
40,4,0.752011775970459
41,4,0.4994291067123413
42,4,0.5667569041252136
43,4,0.7550822496414185
44,4,0.7320118546485901
45,4,0.5072093605995178
46,4,0.6096475720405579
47,4,0.749171257019043
48,4,0.5251631140708923
49,4,0.4606652557849884
50,4,0.467104971408844
51,4,0.5138256549835205
52,4,0.6273847222328186
53,4,0.6098913550376892
54,4,0.4745646119117737
55,4,0.5722505450248718
56,4,1.1746203899383545
57,4,0.4658535420894623
58,4,0.7416322231292725
59,4,0.4423705041408539
60,4,1.1320871114730835
61,4,1.099475622177124
62,4,0.5622864365577698
63,4,0.9152629971504211
64,4,0.47557249665260315
65,4,0.5144889950752258
66,4,0.6142096519470215
67,4,0.4583732485771179
68,4,0.5821301341056824
69,4,1.0177834033966064
70,4,0.5358853936195374
71,4,0.6650211215019226
72,4,1.0271248817443848
73,4,0.6431558132171631
74,4,0.6538076996803284
75,4,0.9667580127716064
76,4,0.6152824759483337
77,4,1.077163577079773
78,4,0.6838319897651672
79,4,0.7343996167182922
80,4,0.6710714101791382
81,4,0.6756589412689209
82,4,1.0145636796951294
83,4,0.5865747928619385
84,4,0.913079559803009
85,4,1.196423888206482
86,4,0.7547082304954529
87,4,0.5715466141700745
88,4,0.4686906337738037
89,4,0.5472019910812378
90,4,0.5607913136482239
91,4,0.6232195496559143
92,4,0.4764741361141205
93,4,0.5063015818595886
94,4,0.48458072543144226
95,4,0.5923550724983215
96,4,0.6077148914337158
97,4,0.7216605544090271
98,4,0.6081776022911072
99,4,0.6821227073669434
0,5,3.3457069396972656
1,5,1.0007339715957642
2,5,0.8323269486427307
3,5,0.4739568829536438
4,5,0.6066365838050842
5,5,0.506552517414093
6,5,0.5177340507507324
7,5,0.5100574493408203
8,5,0.46325311064720154
9,5,0.4373970925807953
10,5,0.4693513810634613
11,5,0.8166474103927612
12,5,0.48633265495300293
13,5,0.46048155426979065
14,5,0.7315958738327026
15,5,1.2039191722869873
16,5,0.4891227185726166
17,5,0.8844993710517883
18,5,1.021866798400879
19,5,0.8798580169677734
20,5,0.870985746383667
21,5,0.5253257155418396
22,5,0.46005335450172424
23,5,0.45496371388435364
24,5,0.8093112111091614
25,5,0.5056174397468567
26,5,0.4619782865047455
27,5,0.5864706039428711
28,5,0.6217796802520752
29,5,0.5084889531135559
30,5,0.4488133490085602
31,5,0.8166021108627319
32,5,0.5131208896636963
33,5,0.45665836334228516
34,5,0.543389081954956
35,5,0.8826724886894226
36,5,0.45461854338645935
37,5,0.8296576738357544
38,5,0.6917094588279724
39,5,0.5811662673950195
40,5,0.8375319242477417
41,5,0.5365292429924011
42,5,0.6262518167495728
43,5,0.8656883835792542
44,5,0.4178260564804077
45,5,0.5590134859085083
