time,obs_id,KL_div
65,1,0.05862518772482872
66,1,0.5347735285758972
67,1,0.04784834757447243
68,1,0.11584416031837463
69,1,0.10307295620441437
70,1,0.416634738445282
71,1,0.24956144392490387
72,1,0.8162283301353455
73,1,0.7999817132949829
74,1,0.4850097596645355
75,1,0.5910342335700989
76,1,0.658001184463501
77,1,0.29827645421028137
78,1,0.41631585359573364
79,1,0.3254333436489105
80,1,0.0457460917532444
81,1,0.145025834441185
82,1,0.5444911122322083
83,1,0.22662343084812164
84,1,0.7320252060890198
85,1,0.2749110162258148
86,1,0.16871941089630127
87,1,0.03602009266614914
88,1,-0.025081388652324677
89,1,0.42707136273384094
90,1,0.14928871393203735
91,1,0.31070420145988464
92,1,0.9771499037742615
93,1,0.43311330676078796
94,1,0.12442915141582489
95,1,0.1700817346572876
96,1,1.3314759731292725
97,1,0.2613484561443329
98,1,0.41236749291419983
99,1,0.39916038513183594
0,2,4.206594467163086
1,2,0.0029974086210131645
2,2,0.050401974469423294
3,2,0.431778222322464
4,2,0.25253036618232727
5,2,0.20754599571228027
6,2,0.1466176062822342
7,2,0.01892891712486744
8,2,0.24933668971061707
9,2,0.2618389129638672
10,2,0.8282516598701477
11,2,1.5200632810592651
12,2,1.3122522830963135
13,2,0.2182600051164627
14,2,1.0360156297683716
15,2,1.0808086395263672
16,2,0.5693578124046326
17,2,0.005337708164006472
18,2,1.6086933612823486
19,2,0.07316430658102036
20,2,0.37570756673812866
21,2,0.9902782440185547
22,2,0.21446539461612701
23,2,1.1189178228378296
24,2,0.33655738830566406
25,2,0.11671076714992523
26,2,0.1827814131975174
27,2,0.9141371846199036
28,2,0.4656655490398407
29,2,0.370743066072464
30,2,0.38251763582229614
31,2,0.5189674496650696
32,2,-0.012279667891561985
33,2,0.14637260138988495
34,2,0.33695194125175476
35,2,0.2790735363960266
36,2,0.16473239660263062
37,2,1.1946288347244263
38,2,0.21541115641593933
39,2,0.29794469475746155
40,2,0.7253511548042297
41,2,0.7060881853103638
42,2,0.6707826256752014
43,2,0.34994572401046753
44,2,0.5871623158454895
45,2,0.39173710346221924
46,2,0.9399789571762085
47,2,0.5978345274925232
48,2,0.3729056119918823
49,2,0.8202313780784607
50,2,0.4823920726776123
51,2,0.4882981479167938
52,2,0.33932921290397644
53,2,0.5945432186126709
54,2,0.2301788181066513
55,2,-0.007326197344809771
56,2,0.24118268489837646
57,2,0.6419485807418823
58,2,0.4506639242172241
59,2,0.5224338173866272
60,2,0.3365308344364166
61,2,0.5311154127120972
62,2,0.8304187655448914
63,2,0.41993388533592224
64,2,0.1152501031756401
65,2,0.08826777338981628
66,2,0.5003839135169983
67,2,-0.03061952441930771
68,2,1.006735920906067
69,2,0.8177662491798401
70,2,0.6996563076972961
71,2,-0.016556136310100555
72,2,0.3282400965690613
73,2,0.450838178396225
74,2,0.22131726145744324
75,2,0.2734774053096771
76,2,0.41298723220825195
77,2,0.07499276846647263
78,2,0.22213362157344818
79,2,0.27076929807662964
80,2,0.12362872809171677
81,2,0.2566511332988739
82,2,0.11579404026269913
83,2,0.9384869337081909
84,2,1.776808261871338
85,2,0.6571610569953918
86,2,0.2862704396247864
87,2,1.1235008239746094
88,2,0.6329848170280457
89,2,0.34704121947288513
90,2,0.22553685307502747
91,2,0.3845365643501282
92,2,0.11125724762678146
93,2,0.8180715441703796
94,2,0.5659715533256531
95,2,1.8351784944534302
96,2,0.666400671005249
97,2,0.4480336904525757
98,2,0.13640473783016205
99,2,0.5963793396949768
0,3,4.257350921630859
1,3,0.7454344034194946
2,3,0.21139027178287506
3,3,0.2825646698474884
4,3,0.6601830720901489
5,3,0.24951505661010742
6,3,0.07064498960971832
7,3,0.06100137531757355
8,3,0.9253984093666077
9,3,0.24733904004096985
10,3,0.24904899299144745
11,3,0.22303506731987
12,3,0.15952922403812408
13,3,0.3965679407119751
14,3,0.37252911925315857
15,3,0.9135294556617737
16,3,1.5298731327056885
17,3,0.09171022474765778
18,3,0.569603681564331
19,3,0.03300943225622177
20,3,0.7115227580070496
21,3,0.10836740583181381
22,3,0.48969411849975586
23,3,0.5092681646347046
24,3,1.268564224243164
25,3,0.8021171689033508
26,3,0.20312775671482086
27,3,0.28859174251556396
28,3,0.6429250836372375
29,3,0.07724040746688843
30,3,0.7173976302146912
31,3,0.05135238915681839
32,3,0.14769385755062103
33,3,0.07607343047857285
34,3,-0.05911776050925255
35,3,0.6133595108985901
36,3,0.06662187725305557
37,3,0.5718119740486145
38,3,0.1790589988231659
39,3,0.19791051745414734
40,3,0.13558143377304077
41,3,0.26503515243530273
42,3,0.6285538673400879
43,3,0.8358672261238098
44,3,0.39510437846183777
45,3,0.13546307384967804
46,3,0.35114338994026184
47,3,0.5809136033058167
48,3,0.21713146567344666
49,3,0.05608125403523445
50,3,0.19698025286197662
51,3,0.4116457998752594
52,3,0.10324892401695251
53,3,0.18996374309062958
54,3,0.19228123128414154
55,3,0.4620858430862427
56,3,0.17921079695224762
57,3,0.06487946212291718
58,3,0.14401479065418243
59,3,0.27530381083488464
60,3,0.4093601703643799
61,3,-0.002386382082477212
62,3,0.12182605266571045
63,3,0.24606388807296753
64,3,0.4478324353694916
65,3,0.9672577977180481
66,3,0.17845650017261505
67,3,-0.052491068840026855
68,3,0.1363789141178131
69,3,0.17637062072753906
70,3,0.3517906069755554
71,3,0.31877729296684265
72,3,1.4140973091125488
73,3,0.7576738595962524
74,3,0.3654726445674896
75,3,0.5411412119865417
76,3,0.7125563621520996
77,3,0.07851596921682358
78,3,0.38565781712532043
79,3,0.17875243723392487
80,3,0.39453327655792236
81,3,0.6519298553466797
82,3,0.10202167928218842
83,3,0.38138002157211304
84,3,0.17235589027404785
85,3,0.08750911802053452
86,3,0.37376078963279724
87,3,2.519057512283325
88,3,0.7636052370071411
89,3,0.23353123664855957
90,3,0.30612340569496155
91,3,-0.02928951196372509
92,3,0.11609059572219849
93,3,0.6524333357810974
94,3,0.13873808085918427
95,3,0.9621508121490479
96,3,0.3514038324356079
97,3,0.04244483634829521
98,3,0.29313910007476807
99,3,0.42173632979393005
0,4,3.579554557800293
1,4,0.23669816553592682
2,4,-0.04513493925333023
3,4,0.12757284939289093
4,4,0.2121787816286087
5,4,0.32650455832481384
6,4,3.85961975553073e-05
7,4,-0.043703868985176086
8,4,0.07191329449415207
9,4,0.04871967434883118
10,4,0.8103167414665222
11,4,0.03151435777544975
12,4,0.48841312527656555
13,4,-0.053338874131441116
14,4,0.1407919079065323
15,4,1.0502737760543823
16,4,0.5718433260917664
17,4,-0.09124777466058731
18,4,0.015558772720396519
19,4,0.43220847845077515
20,4,0.09545572847127914
21,4,0.6443349123001099
22,4,0.17713981866836548
23,4,0.12936800718307495
24,4,0.16731825470924377
25,4,0.15524613857269287
26,4,0.13112486898899078
27,4,0.8137267827987671
28,4,0.13344281911849976
29,4,0.3862384557723999
30,4,1.0778248310089111
31,4,0.5110089778900146
32,4,0.13058221340179443
33,4,0.25314804911613464
34,4,0.32540664076805115
35,4,0.23658834397792816
36,4,0.3765263557434082
37,4,0.06507100909948349
38,4,-0.09042273461818695
39,4,1.5469943284988403
40,4,0.17041228711605072
41,4,-0.015201574191451073
42,4,-0.025858359411358833
43,4,0.04869548976421356
44,4,0.006634152494370937
45,4,0.22350753843784332
46,4,0.08027979731559753
47,4,0.06052090972661972
48,4,0.49919456243515015
49,4,0.5553988814353943
50,4,0.7308787107467651
51,4,1.1905739307403564
52,4,0.6113804578781128
53,4,0.6130736470222473
54,4,0.5482357144355774
55,4,0.1699674278497696
56,4,-0.04273470118641853
57,4,-0.03199724107980728
58,4,-0.13130362331867218
59,4,0.105092853307724
60,4,0.01891636662185192
61,4,-0.04774364084005356
62,4,-0.02579159289598465
63,4,0.41352200508117676
64,4,0.6142224073410034
65,4,0.3300929665565491
66,4,0.5422520041465759
67,4,0.3965964913368225
68,4,0.16739201545715332
69,4,0.03848123177886009
70,4,0.12026602029800415
71,4,-0.04601041227579117
72,4,0.2809038758277893
73,4,0.15298393368721008
74,4,0.17744193971157074
75,4,0.9514005184173584
76,4,0.4837814271450043
77,4,0.4851990342140198
78,4,0.47162437438964844
79,4,0.19352951645851135
80,4,0.45155760645866394
81,4,0.24548405408859253
82,4,0.14993730187416077
83,4,0.15408144891262054
84,4,0.21991917490959167
85,4,-0.013302037492394447
86,4,0.007519798818975687
87,4,0.018639570102095604
88,4,-0.004132648464292288
89,4,0.07475808262825012
90,4,-0.023461150005459785
91,4,0.48558536171913147
92,4,0.8445121645927429
93,4,0.1037077084183693
94,4,0.11500509828329086
95,4,0.6891124844551086
96,4,0.23018892109394073
97,4,0.2485630363225937
98,4,0.32573896646499634
99,4,0.18035179376602173
0,5,3.8099021911621094
1,5,0.312858909368515
2,5,0.2038934975862503
3,5,0.16214878857135773
4,5,0.06826093792915344
5,5,0.14458826184272766
6,5,0.05346211791038513
7,5,0.9566025733947754
8,5,-0.01703711599111557
9,5,-0.054088909178972244
10,5,0.24004411697387695
11,5,0.05002423748373985
12,5,-0.08146395534276962
13,5,0.27457234263420105
14,5,0.49108627438545227
15,5,0.379391074180603
16,5,0.7653030157089233
17,5,0.4728381633758545
18,5,0.2785097658634186
19,5,0.4328514039516449
20,5,0.48044201731681824
21,5,0.49363598227500916
22,5,0.028987105935811996
23,5,0.019929856061935425
24,5,0.07557167112827301
25,5,0.14080247282981873
26,5,0.06220711022615433
27,5,0.5507546067237854
28,5,0.7443835735321045
29,5,0.11926604062318802
30,5,0.04367658495903015
31,5,0.06718076765537262
32,5,1.9131379127502441
33,5,1.112210988998413
34,5,-0.062263865023851395
35,5,0.2765275835990906
36,5,0.651397705078125
37,5,0.8986881971359253
38,5,0.3315303325653076
39,5,0.18786348402500153
40,5,0.4130336046218872
41,5,0.541592538356781
42,5,0.40837764739990234
43,5,0.2035835236310959
44,5,0.049269869923591614
45,5,0.8163579106330872
46,5,0.8596581816673279
47,5,1.5989497900009155
48,5,0.753949761390686
49,5,1.22063148021698
50,5,0.2544662654399872
51,5,0.3797919452190399
52,5,0.09995484352111816
53,5,0.5544494986534119
54,5,0.41835230588912964
55,5,0.1267995685338974
56,5,0.4437406659126282
57,5,0.8876186013221741
58,5,0.28945350646972656
59,5,0.3639654517173767
60,5,0.19381083548069
61,5,0.1663702428340912
62,5,0.6179720759391785
63,5,0.06783472001552582
64,5,0.1307247132062912
65,5,0.13938774168491364
66,5,-0.07188602536916733
67,5,0.0547313317656517
68,5,0.12626980245113373
69,5,0.32055240869522095
70,5,0.10068033635616302
71,5,0.0327690951526165
72,5,0.037392113357782364
73,5,0.5696711540222168
74,5,0.6686050295829773
75,5,1.964001178741455
76,5,1.4064764976501465
77,5,1.4451369047164917
78,5,0.10995988547801971
79,5,0.9107699990272522
80,5,0.15576741099357605
81,5,0.111317478120327
82,5,0.561306357383728
83,5,-0.0282907597720623
84,5,0.7579631805419922
85,5,2.1209402084350586
86,5,0.6592501401901245
87,5,0.08214996010065079
88,5,0.19877737760543823
89,5,0.11205875873565674
90,5,0.553766131401062
91,5,0.13622263073921204
92,5,0.03435622900724411
93,5,0.3447128236293793
94,5,0.06493547558784485
95,5,0.37730729579925537
96,5,0.48976147174835205
97,5,1.2370076179504395
98,5,0.25475096702575684
99,5,0.44560450315475464
0,6,4.686981201171875
1,6,0.23714405298233032
2,6,0.7882111072540283
3,6,0.3045593500137329
4,6,0.4608243405818939
5,6,0.09333819895982742
6,6,0.22836367785930634
7,6,0.3212641775608063
8,6,0.4540998637676239
9,6,0.09227250516414642
10,6,0.21082867681980133
11,6,0.44121819734573364
12,6,0.23946280777454376
13,6,0.11570119112730026
14,6,0.8202870488166809
15,6,0.09601908922195435
16,6,0.10750716179609299
17,6,-0.012688009068369865
18,6,0.09507898986339569
19,6,0.74321049451828
20,6,0.2852552831172943
21,6,0.37332144379615784
22,6,0.12447609752416611
23,6,0.010283397510647774
24,6,0.27675074338912964
25,6,0.2250186800956726
26,6,0.2210889309644699
27,6,0.6461775302886963
28,6,0.3080105185508728
29,6,0.7912052273750305
30,6,0.36596664786338806
31,6,0.3013898730278015
32,6,0.3024247884750366
33,6,0.14193889498710632
34,6,0.11868153512477875
35,6,0.26188766956329346
36,6,0.6000462174415588
37,6,0.6671081781387329
38,6,0.5726482272148132
39,6,0.6015695929527283
40,6,0.46129441261291504
41,6,0.3896402418613434
42,6,1.688421607017517
43,6,0.9091812968254089
44,6,0.49920853972435
45,6,0.05715402588248253
46,6,0.16943135857582092
47,6,0.15594257414340973
48,6,0.738957941532135
49,6,0.05205585062503815
50,6,1.1136475801467896
51,6,0.583985447883606
52,6,0.09184522926807404
53,6,0.05091681331396103
54,6,0.16577211022377014
55,6,0.21050207316875458
56,6,0.5189239978790283
57,6,0.596990168094635
58,6,0.03153533488512039
59,6,0.08899176865816116
60,6,0.1674339324235916
61,6,0.07989677041769028
62,6,-0.0036330916918814182
63,6,0.1728496253490448
64,6,0.11227573454380035
65,6,0.042120665311813354
66,6,0.17907457053661346
67,6,0.039903849363327026
68,6,0.12657056748867035
69,6,0.48092418909072876
70,6,0.5748502612113953
71,6,0.13494369387626648
72,6,0.13551805913448334
73,6,0.96066814661026
74,6,1.0935277938842773
75,6,1.3832758665084839
76,6,0.6251429319381714
77,6,0.27477914094924927
78,6,0.14579367637634277
79,6,0.1360538750886917
80,6,0.37126854062080383
81,6,0.8034679293632507
82,6,0.39990922808647156
83,6,0.3031720519065857
84,6,0.6608952283859253
85,6,1.7956609725952148
86,6,0.9842513203620911
87,6,1.4465479850769043
88,6,0.7400663495063782
89,6,0.09503830224275589
90,6,0.14429564774036407
91,6,-0.018255053088068962
92,6,0.4737427830696106
93,6,0.24635447561740875
94,6,0.15009567141532898
95,6,0.11517862975597382
96,6,0.11175726354122162
97,6,0.2015519142150879
98,6,0.7708188891410828
99,6,0.20023365318775177
0,7,4.423901081085205
1,7,0.2674378454685211
2,7,1.451754093170166
3,7,0.8054317235946655
4,7,0.7274375557899475
5,7,-0.004360176157206297
6,7,0.9935400485992432
7,7,0.08674107491970062
8,7,0.024798279628157616
9,7,0.12987752258777618
10,7,0.38889825344085693
11,7,0.8372618556022644
12,7,0.2722119688987732
13,7,0.12650683522224426
14,7,0.11843404173851013
15,7,0.1956808716058731
16,7,0.2120116502046585
17,7,0.34754762053489685
18,7,0.42865660786628723
19,7,0.29577261209487915
20,7,0.7381176948547363
21,7,0.43299463391304016
22,7,1.7316011190414429
23,7,0.4598868191242218
24,7,0.3160981833934784
25,7,0.04186432808637619
26,7,0.2236979603767395
27,7,0.21015885472297668
28,7,0.040577225387096405
29,7,0.1993623971939087
30,7,0.22318808734416962
31,7,0.11055971682071686
32,7,0.046175818890333176
33,7,0.8963144421577454
34,7,0.22841989994049072
35,7,0.2701650857925415
36,7,0.24006302654743195
37,7,0.10969958454370499
38,7,-0.08952077478170395
39,7,1.2718791961669922
40,7,0.9814161062240601
41,7,0.5929980874061584
42,7,0.5518747568130493
43,7,0.847111165523529
44,7,0.3251808285713196
45,7,0.733623206615448
46,7,0.49790051579475403
47,7,0.33609482645988464
48,7,1.1529756784439087
49,7,0.14283429086208344
50,7,0.6069235801696777
51,7,0.2023041695356369
52,7,0.3188464343547821
53,7,1.0817116498947144
54,7,1.1510475873947144
55,7,0.7496213912963867
56,7,0.2557312846183777
57,7,0.23175182938575745
58,7,0.2872728407382965
59,7,0.11369520425796509
60,7,0.5913712382316589
61,7,0.9667778015136719
62,7,0.08022654801607132
63,7,0.05653435364365578
64,7,0.12457143515348434
65,7,0.4123559296131134
66,7,0.42515870928764343
67,7,0.1543368697166443
68,7,0.37899523973464966
69,7,1.2822941541671753
70,7,1.7299480438232422
71,7,0.23659011721611023
72,7,0.46101120114326477
73,7,0.21014297008514404
74,7,0.2817140221595764
75,7,1.5857179164886475
76,7,1.1919294595718384
77,7,0.8407948613166809
78,7,0.04144085943698883
79,7,1.2876172065734863
80,7,0.2239554226398468
81,7,0.462284117937088
82,7,0.5979149341583252
83,7,-0.06069651246070862
84,7,0.3992407023906708
85,7,0.27387914061546326
86,7,0.40176376700401306
87,7,0.38624340295791626
88,7,0.635075569152832
89,7,0.42234474420547485
90,7,0.30788156390190125
91,7,0.4534762501716614
92,7,0.16244570910930634
93,7,0.09465068578720093
94,7,0.2805522680282593
95,7,0.4626430869102478
96,7,0.5110398530960083
97,7,0.3738926649093628
98,7,0.44942277669906616
99,7,0.8064655661582947
0,8,4.780063629150391
1,8,0.6114327311515808
2,8,0.08403266966342926
3,8,-0.08675829321146011
4,8,0.3016025722026825
5,8,0.3121078312397003
6,8,0.4751894772052765
7,8,0.14972025156021118
8,8,0.06222841516137123
9,8,-0.013471176847815514
10,8,0.08156251907348633
11,8,0.4964897334575653
12,8,0.8868848085403442
13,8,0.7758089900016785
14,8,0.8178882598876953
15,8,0.4530031979084015
16,8,0.5016502737998962
17,8,0.7047340273857117
18,8,1.5709642171859741
19,8,0.15417712926864624
20,8,0.3032851815223694
21,8,0.19991813600063324
22,8,0.2068222463130951
23,8,0.08722838014364243
24,8,0.757780909538269
25,8,0.1056477278470993
26,8,0.16625477373600006
27,8,0.08719199150800705
28,8,0.17920733988285065
29,8,0.40540382266044617
30,8,0.2350706309080124
31,8,0.36978814005851746
32,8,0.1865280568599701
33,8,-0.10625935345888138
34,8,-0.008846888318657875
35,8,0.05352864786982536
36,8,0.10019496828317642
37,8,0.23012389242649078
38,8,0.956514835357666
39,8,0.4107568562030792
40,8,0.2362697571516037
41,8,0.6058785319328308
42,8,0.9346485733985901
43,8,0.4758579432964325
44,8,0.1877702921628952
45,8,0.7244499921798706
46,8,0.5098902583122253
47,8,0.44930171966552734
48,8,0.6849819421768188
49,8,0.056328099220991135
50,8,0.2238827794790268
51,8,0.11365564912557602
52,8,0.6633660793304443
53,8,0.24729789793491364
54,8,0.2696954607963562
55,8,-0.0022161395754665136
56,8,0.30140525102615356
57,8,0.07968169450759888
58,8,0.0621243454515934
59,8,0.24307365715503693
60,8,0.46289974451065063
61,8,0.1041729673743248
62,8,0.3196773827075958
63,8,-0.02813791111111641
64,8,0.16803079843521118
65,8,0.9357603788375854
66,8,0.26565784215927124
67,8,0.5714799165725708
68,8,0.860619306564331
69,8,0.12608040869235992
70,8,0.05154905840754509
71,8,0.05427916347980499
72,8,0.7980778813362122
73,8,1.0218433141708374
74,8,1.452093482017517
75,8,0.28674858808517456
76,8,0.37361255288124084
77,8,0.4096755385398865
78,8,0.2961045801639557
79,8,0.15130199491977692
80,8,-0.0057062627747654915
81,8,0.12187975645065308
82,8,0.1322135031223297
83,8,0.08339858055114746
84,8,0.2470189929008484
85,8,0.6609011292457581
86,8,0.4588313102722168
87,8,0.03215690702199936
88,8,0.20944680273532867
89,8,0.15605346858501434
90,8,0.1908831000328064
91,8,0.05322565510869026
92,8,0.14092908799648285
93,8,0.4608571231365204
94,8,0.2811170220375061
95,8,0.19555005431175232
96,8,0.14319825172424316
97,8,0.7248095273971558
98,8,0.4222790598869324
99,8,0.962246835231781
0,9,4.651483058929443
1,9,0.6813338994979858
2,9,0.19287925958633423
3,9,0.021324699744582176
4,9,0.6487685441970825
5,9,0.5411134362220764
6,9,0.5139362215995789
7,9,0.09861477464437485
8,9,0.5288500785827637
9,9,-0.0999491736292839
10,9,0.4718056917190552
11,9,0.1511332392692566
12,9,0.29612433910369873
13,9,0.20519021153450012
14,9,0.5343908667564392
15,9,0.20571930706501007
16,9,0.2153758555650711
17,9,0.0017721598269417882
18,9,0.059183862060308456
19,9,0.29857778549194336
20,9,0.6759051084518433
21,9,1.1179550886154175
22,9,0.23757463693618774
23,9,0.3760125935077667
24,9,0.2803589403629303
25,9,0.22020328044891357
26,9,0.11135046929121017
27,9,0.3891807496547699
28,9,0.13202117383480072
29,9,1.1793040037155151
30,9,0.33593618869781494
31,9,0.030794866383075714
32,9,0.306990385055542
33,9,0.1823933720588684
34,9,0.18131279945373535
35,9,0.4333467185497284
36,9,0.3806430995464325
37,9,0.8098574280738831
38,9,0.16782231628894806
39,9,0.7277693748474121
40,9,0.39778628945350647
41,9,0.1484173983335495
42,9,0.6746871471405029
43,9,0.5560702681541443
44,9,0.20452076196670532
45,9,0.5669735670089722
46,9,1.1345558166503906
47,9,1.086967945098877
48,9,1.387357234954834
49,9,0.535983681678772
50,9,0.08858336508274078
51,9,0.03726862370967865
52,9,0.19562412798404694
53,9,0.8694345355033875
54,9,0.11924662441015244
55,9,0.4936339259147644
56,9,0.3225589096546173
57,9,1.086423397064209
58,9,0.1799921840429306
59,9,0.3937731385231018
60,9,0.6412676572799683
61,9,0.2623823881149292
62,9,0.1946326643228531
63,9,0.014926202595233917
64,9,0.3341177999973297
65,9,0.06943292170763016
66,9,0.9135972857475281
67,9,0.3054744601249695
68,9,0.6297013759613037
69,9,0.5260106921195984
70,9,0.48048967123031616
71,9,0.027854865416884422
72,9,0.1441519856452942
73,9,0.6851320266723633
74,9,0.28423821926116943
75,9,0.3688565194606781
76,9,0.07249308377504349
77,9,0.41285476088523865
78,9,0.6989723443984985
79,9,0.332306444644928
80,9,0.07601199299097061
81,9,1.1834394931793213
82,9,0.4855167865753174
83,9,0.13227702677249908
84,9,0.8849149346351624
85,9,1.2217940092086792
86,9,1.052323818206787
87,9,0.45641911029815674
88,9,1.7597078084945679
89,9,0.11611175537109375
90,9,0.3918069005012512
91,9,0.24910050630569458
92,9,0.4897908568382263
93,9,1.0694501399993896
94,9,0.049664806574583054
95,9,0.3399614989757538
96,9,0.06538855284452438
97,9,0.07780428230762482
98,9,0.1471957415342331
99,9,0.09248635917901993
