time,obs_id,Wasserstein_2
0,0,2.8188343048095703
1,0,0.6160947680473328
2,0,2.3104939460754395
3,0,0.9726690649986267
4,0,0.8394797444343567
5,0,0.44824349880218506
6,0,0.4594669044017792
7,0,0.7290268540382385
8,0,0.5356172323226929
9,0,0.5350190997123718
10,0,0.5566162467002869
11,0,0.7416646480560303
12,0,0.6186155080795288
13,0,0.8149273991584778
14,0,0.5575645565986633
15,0,0.85413658618927
16,0,0.5124163627624512
17,0,0.5853833556175232
18,0,0.4854956269264221
19,0,0.600579559803009
20,0,0.5956622362136841
21,0,0.5619145035743713
22,0,0.4639586806297302
23,0,0.5502553582191467
24,0,0.4819883406162262
25,0,0.8141607046127319
26,0,0.5759601593017578
27,0,0.8229404091835022
28,0,0.6336768865585327
29,0,0.46702539920806885
30,0,0.4835638105869293
31,0,0.5067503452301025
32,0,0.8319656848907471
33,0,0.5136491060256958
34,0,0.7413465976715088
35,0,0.8068679571151733
36,0,0.4694463312625885
37,0,0.5049972534179688
38,0,1.1967089176177979
39,0,0.8671728372573853
40,0,0.5881009697914124
41,0,0.9306142926216125
42,0,0.6124557852745056
43,0,0.45935434103012085
44,0,0.4592030644416809
45,0,0.5232582092285156
46,0,0.42012330889701843
47,0,0.5435451865196228
48,0,0.9438138604164124
49,0,0.553196370601654
50,0,0.570976972579956
51,0,0.6610686182975769
52,0,0.5889685153961182
53,0,0.6481003761291504
54,0,0.6707560420036316
55,0,0.6452410817146301
56,0,0.8968967795372009
57,0,0.6572595238685608
58,0,0.6335991024971008
59,0,0.477304607629776
60,0,0.5694711804389954
61,0,1.2221405506134033
62,0,1.0682560205459595
63,0,0.6315167546272278
64,0,0.8374528288841248
65,0,0.5130821466445923
66,0,0.9667855501174927
67,0,0.8008556962013245
68,0,0.6818466782569885
69,0,0.7815771698951721
70,0,0.5794028043746948
71,0,1.067498803138733
72,0,0.7230268716812134
73,0,0.41092202067375183
74,0,0.5127372145652771
75,0,0.84224933385849
76,0,0.5356584191322327
77,0,0.483463317155838
78,0,0.45582059025764465
79,0,0.46440353989601135
80,0,0.6317992806434631
81,0,0.7622433304786682
82,0,0.5969076156616211
83,0,0.8245243430137634
84,0,1.0310912132263184
85,0,1.2377763986587524
86,0,0.5780696868896484
87,0,0.6076298952102661
88,0,0.7208426594734192
89,0,0.8730952143669128
90,0,0.5203035473823547
91,0,0.5336170196533203
92,0,0.4755471348762512
93,0,0.9649900794029236
94,0,0.5200262069702148
95,0,0.5670984387397766
96,0,0.418316513299942
97,0,0.4569132328033447
98,0,0.48389607667922974
99,0,0.9547438621520996
0,1,3.098402976989746
1,1,0.6507172584533691
2,1,0.9032584428787231
3,1,0.4759669601917267
4,1,0.5641331076622009
5,1,0.43787649273872375
6,1,0.7989069223403931
7,1,0.6633042693138123
8,1,0.9375650882720947
9,1,0.6103148460388184
10,1,1.0831118822097778
11,1,0.5664131045341492
12,1,0.5917075872421265
13,1,0.5264132618904114
14,1,0.6588631272315979
15,1,0.5570458173751831
16,1,0.4488791525363922
17,1,0.5684857368469238
18,1,0.5223273038864136
19,1,1.0317095518112183
20,1,0.6875045299530029
21,1,0.5902275443077087
22,1,0.5191138386726379
23,1,0.8459031581878662
24,1,0.4726192057132721
25,1,0.5890418291091919
26,1,0.5598618388175964
27,1,0.5878748297691345
28,1,0.4665260910987854
29,1,0.6953577995300293
30,1,0.4467895030975342
31,1,0.5716983079910278
32,1,0.43695712089538574
33,1,0.4726661443710327
34,1,0.45203524827957153
35,1,0.4920386075973511
36,1,0.45758646726608276
37,1,0.5361387729644775
38,1,0.5660435557365417
39,1,0.4824426770210266
40,1,0.6745084524154663
41,1,0.8112587332725525
42,1,0.5563287138938904
43,1,0.5901497006416321
44,1,0.42893150448799133
45,1,0.8425949811935425
46,1,0.6385489702224731
47,1,0.4489976167678833
48,1,0.7177472710609436
49,1,0.587902307510376
50,1,0.6330798268318176
51,1,0.7005937695503235
52,1,0.5767986178398132
53,1,0.4932003319263458
54,1,0.7042244076728821
55,1,0.8696002960205078
56,1,0.5565187931060791
57,1,0.8396176695823669
58,1,0.9068278074264526
59,1,0.567497193813324
60,1,0.8240529894828796
61,1,0.48952022194862366
62,1,0.5159900784492493
63,1,1.0475242137908936
64,1,1.3097121715545654
65,1,0.49958154559135437
66,1,0.8036928176879883
67,1,0.5549101829528809
68,1,0.4575980603694916
69,1,0.5367593169212341
70,1,0.6714997887611389
71,1,0.6188021898269653
72,1,1.0844805240631104
73,1,0.6267147064208984
74,1,0.6468209028244019
75,1,0.7112542390823364
76,1,0.7307034134864807
77,1,0.6314136981964111
78,1,0.7390528321266174
79,1,0.5953709483146667
80,1,0.48841190338134766
81,1,0.4565688967704773
82,1,0.8067840933799744
83,1,0.5831701159477234
84,1,0.7926947474479675
85,1,0.574140191078186
86,1,0.5335469245910645
87,1,0.503304123878479
88,1,0.487265020608902
89,1,0.7352784872055054
90,1,0.5277134776115417
91,1,0.6408199667930603
92,1,0.7913761734962463
93,1,0.7548981308937073
94,1,0.4775111675262451
95,1,0.6753412485122681
96,1,1.02180814743042
97,1,0.6103200316429138
98,1,0.6842716932296753
99,1,0.6597671508789062
0,2,2.8092939853668213
1,2,0.46404045820236206
2,2,0.5914708375930786
3,2,0.6660218834877014
4,2,0.5825590491294861
5,2,0.617466926574707
6,2,0.4446183443069458
7,2,0.44934704899787903
8,2,0.7177286744117737
9,2,0.6001613736152649
10,2,0.9252271056175232
11,2,1.3881524801254272
12,2,0.8633689284324646
13,2,0.6302477717399597
14,2,0.9923567771911621
15,2,1.399941086769104
16,2,0.6000095009803772
17,2,0.5716129541397095
18,2,1.1050543785095215
19,2,0.4819793105125427
20,2,0.5856940150260925
21,2,1.0754954814910889
22,2,0.5556572079658508
23,2,1.3151843547821045
24,2,0.6523522734642029
25,2,0.49476462602615356
26,2,0.4985542595386505
27,2,1.1115633249282837
28,2,0.5612645149230957
29,2,0.6120322346687317
30,2,0.676986575126648
31,2,0.7123591899871826
32,2,0.4092728793621063
33,2,0.5706033706665039
34,2,0.7647864818572998
35,2,0.5840967297554016
36,2,0.6127951145172119
37,2,1.1763874292373657
38,2,0.5650759339332581
39,2,0.6263710260391235
40,2,0.9614625573158264
41,2,0.8548641800880432
42,2,0.92718905210495
43,2,0.5892911553382874
44,2,0.8635972738265991
45,2,0.6800143718719482
46,2,0.926608681678772
47,2,0.6233205199241638
48,2,0.5229931473731995
49,2,1.0271681547164917
50,2,0.8509143590927124
51,2,0.6331346035003662
52,2,0.5601394772529602
53,2,0.7195483446121216
54,2,0.4815192222595215
55,2,0.43389371037483215
56,2,0.5718850493431091
57,2,0.6830574870109558
58,2,0.7016973495483398
59,2,0.703987181186676
60,2,0.6163550615310669
61,2,0.7219594717025757
62,2,1.03481924533844
63,2,0.7763217091560364
64,2,0.4820966422557831
65,2,0.45899227261543274
66,2,0.6727724671363831
67,2,0.46663159132003784
68,2,0.8415839076042175
69,2,1.0042647123336792
70,2,0.5720685124397278
71,2,0.48399755358695984
72,2,0.830933690071106
73,2,0.6915444135665894
74,2,0.695818305015564
75,2,0.6320445537567139
76,2,0.6137192845344543
77,2,0.5308694243431091
78,2,0.5651674866676331
79,2,0.7276039719581604
80,2,0.4655841290950775
81,2,0.4340020716190338
82,2,0.5135883688926697
83,2,0.9594438076019287
84,2,1.250598430633545
85,2,0.6932367086410522
86,2,0.48479601740837097
87,2,1.2700203657150269
88,2,0.6136958599090576
89,2,0.7201570272445679
90,2,0.5335433483123779
91,2,0.6379417181015015
92,2,0.47309163212776184
93,2,0.8951901197433472
94,2,0.7448918223381042
95,2,1.4442557096481323
96,2,0.6023908853530884
97,2,0.7347074747085571
98,2,0.5317083597183228
99,2,0.7227336168289185
0,3,2.9589760303497314
1,3,0.8297841548919678
2,3,0.7198278307914734
3,3,0.5669936537742615
4,3,1.114542841911316
5,3,0.5113593935966492
6,3,0.5269370079040527
7,3,0.4852393865585327
8,3,0.9921790361404419
9,3,0.5591682195663452
10,3,0.5993934869766235
11,3,0.5275180339813232
12,3,0.5042245388031006
13,3,0.8474924564361572
14,3,0.6419010162353516
15,3,1.1062108278274536
16,3,1.0453394651412964
17,3,0.5747549533843994
18,3,0.6464795470237732
19,3,0.4488236606121063
20,3,0.854299008846283
21,3,0.5428556203842163
22,3,0.690459132194519
23,3,0.85630863904953
24,3,0.9932594299316406
