time,seed,eigh
0,11,0.41151624633209594
4,11,0.2371180754765546
8,11,0.12151971870968348
12,11,0.16903945046977567
16,11,0.12403349313752764
20,11,0.17350901090600293
24,11,0.1749258907736955
28,11,0.24518711880694413
32,11,0.15907396635426005
36,11,0.15388615251659551
40,11,0.23666569181860256
44,11,0.17460485246601523
48,11,0.3000357230951111
52,11,0.45082819673601254
56,11,0.1393807728489643
60,11,0.14409050611401764
64,11,0.1370245026993587
68,11,0.10927565932668953
72,11,0.15117301826013393
76,11,0.10534616042976364
80,11,0.12746707059603488
84,11,0.14753542861607738
88,11,0.12945422373624796
92,11,0.19201726803352237
96,11,0.15572890568369543
100,11,0.1423454799662782
104,11,0.20957430676822883
108,11,0.15579962346762147
112,11,0.25374472548198207
116,11,0.45475774067245506
120,11,0.14680322251107134
124,11,0.11540129000676798
128,11,0.1276886972985993
132,11,0.1255621957177522
136,11,0.19421426820387167
140,11,0.13796131056647606
144,11,0.13920754663763132
148,11,0.19851845816713592
152,11,0.16782590317264198
156,11,0.21628559847462947
160,11,0.19318206835272272
164,11,0.1703873977589839
168,11,0.1752844103462007
172,11,0.226883546531237
176,11,0.140016559761431
180,11,0.315941567655109
184,11,0.18491096242317587
188,11,0.16289017806390144
192,11,0.14600853279200457
196,11,0.166515380103702
200,11,0.10991061123446372
204,11,0.1385943749630811
208,11,0.2178077802178779
212,11,0.18048277871040283
216,11,0.29635625988568237
220,11,0.550936274927461
224,11,0.19159771558689065
228,11,0.13936197249380106
232,11,0.13797268357907286
236,11,0.12728556665942733
240,11,0.12669187995403605
244,11,0.11279296640390937
248,11,0.14477947809086364
252,11,0.13999361279882558
256,11,0.14478388385506735
260,11,0.14850896189844065
264,11,0.10811410535787556
268,11,0.13670620021194899
272,11,0.16978848257522325
276,11,0.13329441869115546
280,11,0.17323654728699187
284,11,0.11215222845094727
288,11,0.253926565780289
292,11,0.1337967516018522
296,11,0.42317803875717025
300,11,0.14174706941598345
304,11,0.20455647878534536
308,11,0.11474648246344106
312,11,0.18415132563109723
316,11,0.21433076172261012
320,11,0.442615665345415
324,11,0.15480373223947994
328,11,0.1440168014318791
332,11,0.13736004063842724
336,11,0.1419283399317264
340,11,0.18207517284591493
344,11,0.13311002839699784
348,11,0.19801703180127617
352,11,0.16311036662779763
356,11,0.20128340369008985
360,11,0.166140782401105
364,11,0.36471033690291604
368,11,0.15774278741830258
372,11,0.13913908708999975
376,11,0.1677987198043462
380,11,0.19403460542902715
384,11,0.27403245026495054
388,11,0.1965378200638157
392,11,0.34430926004046203
396,11,0.16123493132220454
0,13,0.4369390466852701
4,13,0.22389044636475133
8,13,0.13386740049122672
12,13,0.1788998431053099
16,13,0.13971198005426685
20,13,0.15139893940454488
24,13,0.19262988321724833
28,13,0.2511284651036811
32,13,0.14333729231604125
36,13,0.1440702428232137
40,13,0.21046847487635556
44,13,0.17586444986871186
48,13,0.2748509596206437
52,13,0.5047927781736669
56,13,0.14833576660888512
60,13,0.11931442569793313
64,13,0.13411539311359327
68,13,0.12810342291656987
72,13,0.18855350101834695
76,13,0.11529276593068367
80,13,0.12359877948315628
84,13,0.16005809181138608
88,13,0.11649933995205297
92,13,0.19895744317253428
96,13,0.11466939280866213
100,13,0.14249997053400196
104,13,0.19708339180532386
108,13,0.19017234299037214
112,13,0.21707911928200094
116,13,0.4577039020917288
120,13,0.15496125183272844
124,13,0.1383181786607827
128,13,0.17266486239684933
132,13,0.14751708176178416
136,13,0.19532444516881278
140,13,0.12519447897289712
144,13,0.1637214771927317
148,13,0.1565839502426368
152,13,0.1761343258661404
156,13,0.22752459509167988
160,13,0.17729477618756415
164,13,0.17305192120525573
168,13,0.1491495812614315
172,13,0.2642853578794994
176,13,0.14898470548042128
180,13,0.3280042154696546
184,13,0.17507880127490302
188,13,0.1820926314747139
192,13,0.14084039567524084
196,13,0.18101295104103077
200,13,0.13541634861648935
204,13,0.15093573415031816
208,13,0.18360166851335405
212,13,0.16416324632263493
216,13,0.23431770937715438
220,13,0.4882456016446999
224,13,0.1806774962490306
228,13,0.1312401134143595
232,13,0.10728737052853966
236,13,0.12977161539484627
240,13,0.12957254693264272
244,13,0.1330730348737257
248,13,0.1518200667234188
252,13,0.13640492158514653
256,13,0.12302149941347199
260,13,0.17913419006832948
264,13,0.12213084557533663
268,13,0.16113887804122776
272,13,0.1399100707806
276,13,0.18188607783048713
280,13,0.1902327164134
284,13,0.13918680343086962
288,13,0.2472806526155418
292,13,0.1310601091517248
296,13,0.33039310067690403
300,13,0.11477940657585167
304,13,0.1845272735492289
308,13,0.13876196766429896
312,13,0.18756592960486734
316,13,0.1615044969113647
320,13,0.4287904907430758
324,13,0.16450568990460676
328,13,0.1606686668440205
332,13,0.1455572814237607
336,13,0.15563851295353706
340,13,0.19381423291905597
344,13,0.10859363155976037
348,13,0.20865019612552618
352,13,0.16464165623167468
356,13,0.17341844079876226
360,13,0.19044942462902426
364,13,0.3680878207454135
368,13,0.12802504836557252
372,13,0.13241374826268332
376,13,0.17492793396989867
380,13,0.165768064886434
384,13,0.22550853705286925
388,13,0.1640016101467555
392,13,0.302704091382832
396,13,0.1605360765354976
0,17,0.581912829477176
4,17,0.18566920424683334
8,17,0.11511367664062354
12,17,0.18800259580157735
16,17,0.13852015635596135
20,17,0.16538445879245234
24,17,0.169521391956077
28,17,0.22803880366635754
32,17,0.14865133029739577
36,17,0.1572415574423632
40,17,0.18258640905907358
44,17,0.18587233556076607
48,17,0.2521171260848825
52,17,0.44174444412140385
56,17,0.14050186083992852
60,17,0.14725008067007347
64,17,0.14792609439024493
68,17,0.12923288782676984
72,17,0.17398965675926323
76,17,0.14238488085713077
80,17,0.13492342945960126
84,17,0.15305326410102568
88,17,0.11911178902886055
92,17,0.20016337922470712
96,17,0.12445786812731141
100,17,0.15225380142768893
104,17,0.18614549836728894
108,17,0.16124924168196078
112,17,0.19852506051871616
116,17,0.36948402365574823
120,17,0.1347200946369966
124,17,0.16510311415011283
128,17,0.19851386598911608
132,17,0.14275756600650055
136,17,0.16627326280230345
140,17,0.12526178532177654
144,17,0.16524609939126028
148,17,0.1602470444864262
152,17,0.15978121674587106
156,17,0.21801712965832207
160,17,0.16050811149161917
164,17,0.16430107097844113
168,17,0.1795924888966064
172,17,0.24211173308150022
176,17,0.15525751030051868
180,17,0.3336550275672231
184,17,0.16087100286188835
188,17,0.13574659933366684
192,17,0.11475155666068107
196,17,0.16709684343425035
200,17,0.11697289458763185
204,17,0.13945059529896817
208,17,0.15603540186139264
212,17,0.15375919120040873
216,17,0.1758357118462611
220,17,0.554215909221721
224,17,0.17112378868157876
228,17,0.14319890121117948
232,17,0.11148501681281356
236,17,0.13552116613032666
240,17,0.12942418714096782
244,17,0.13067293546066064
248,17,0.19362285088022185
252,17,0.14890476168493808
256,17,0.12536769636684839
260,17,0.20888045874893316
264,17,0.11585746448441019
268,17,0.1497598594448002
272,17,0.12964889202140564
276,17,0.1616158283995738
280,17,0.2313151387915616
284,17,0.1595203924180996
288,17,0.22542139668820058
292,17,0.12332644580131359
296,17,0.4085826742757403
300,17,0.12459465448842724
304,17,0.18928969048574934
308,17,0.14478097962041628
312,17,0.17503701742274366
316,17,0.18495633480318377
320,17,0.45942601890286267
324,17,0.18280677152092425
328,17,0.1709139736683973
332,17,0.1374733070373649
336,17,0.1333495280873734
340,17,0.2195639643051527
344,17,0.11327942946757762
348,17,0.18582755242686552
352,17,0.1509046945273543
356,17,0.17854930195083865
360,17,0.15868797630428513
364,17,0.38583324556452464
368,17,0.12380601983901288
372,17,0.1283683362953653
376,17,0.17940230384835004
380,17,0.15286603341893926
384,17,0.2242497066820004
388,17,0.1611461726845891
392,17,0.30550147237402486
396,17,0.1807543056790453
0,19,0.2565438557872006
4,19,0.22293396602599383
8,19,0.12984995407444636
12,19,0.19605880938405018
16,19,0.13890382983506586
20,19,0.14752499659634125
24,19,0.169545902713042
28,19,0.2691780993925789
32,19,0.1667963697878385
36,19,0.1508232845588979
40,19,0.22620942409063524
44,19,0.1812702306000917
48,19,0.2419030296309503
52,19,0.47499882361368284
56,19,0.13994707153670863
60,19,0.1387171816704675
64,19,0.12697856400932092
68,19,0.14126230230599043
72,19,0.17853010880866857
76,19,0.13162250978530235
80,19,0.13477991343300144
84,19,0.15879378777515266
88,19,0.18516402432492038
92,19,0.1843255955707228
96,19,0.13107611751122336
100,19,0.14030628536873102
104,19,0.18284952935038626
108,19,0.15973948926249523
112,19,0.18234255769531854
116,19,0.445196833399928
120,19,0.11640642995718828
124,19,0.1117272046495341
128,19,0.14157821263968215
132,19,0.1297921726782518
136,19,0.17851815305317772
140,19,0.12884745072735446
144,19,0.14996202509062787
148,19,0.1649925390085927
152,19,0.17235918077633158
156,19,0.19979317195535007
160,19,0.18694676844243363
164,19,0.21467671002706146
168,19,0.1560329188714046
172,19,0.23638709821984186
176,19,0.14973589207443563
180,19,0.32359282077629886
184,19,0.18786646365988058
188,19,0.16145595074418861
192,19,0.14875777521590058
196,19,0.20959347444437354
200,19,0.14156420978150455
204,19,0.15835982342231855
208,19,0.1592346859068208
212,19,0.14933693155556457
216,19,0.2004114473144664
220,19,0.5012980257231702
224,19,0.18905004118613902
228,19,0.15691647621850932
232,19,0.11893083981759803
236,19,0.1432304253869849
240,19,0.13669672925548818
244,19,0.140703800903093
248,19,0.16039625644391184
252,19,0.13238185758591475
256,19,0.1350552847043274
260,19,0.19098386547766008
264,19,0.10645873711013383
268,19,0.16508916895354395
272,19,0.13380179717864374
276,19,0.149727323838331
280,19,0.19196895557167576
284,19,0.13308224414855294
288,19,0.2765550102705672
292,19,0.11687830303800295
296,19,0.3292897486520211
300,19,0.1157026530359275
304,19,0.2176496642791635
308,19,0.15260167346426243
312,19,0.16848787905808912
316,19,0.16705534125149932
320,19,0.4297665854389849
324,19,0.16288142010257098
328,19,0.19139094386330863
332,19,0.12081724676118556
336,19,0.14257301876211542
340,19,0.1907793688053726
344,19,0.12849721701685346
348,19,0.19075890503533216
352,19,0.16826388125827083
356,19,0.1588137086572662
360,19,0.15299202874966913
364,19,0.385402376044517
368,19,0.1460037897598022
372,19,0.14938572416999205
376,19,0.1563585674335126
380,19,0.17022704529969943
384,19,0.21516622152117323
388,19,0.14754986763000846
392,19,0.26908641745902034
396,19,0.1530250479549102
0,23,0.48728022188511766
4,23,0.2159152365472047
8,23,0.1280085431246831
12,23,0.18975817827852143
16,23,0.15043861386775212
20,23,0.13590719321523045
24,23,0.16962124581458465
28,23,0.2402008456380139
32,23,0.1502185242965469
36,23,0.17029990813220683
40,23,0.20292821154042356
44,23,0.17590391356691626
48,23,0.3076271359404769
52,23,0.4818068212675887
56,23,0.1417459298633185
60,23,0.1522002693868171
64,23,0.11955290927227945
68,23,0.12260158253220699
72,23,0.1564060704772291
76,23,0.11991518799952541
80,23,0.12662882619980184
84,23,0.14864330363362
88,23,0.16506625278023818
92,23,0.1672703420958414
96,23,0.14310576927036117
100,23,0.14328707038265068
104,23,0.165985724276594
108,23,0.15939150697103108
112,23,0.22484302805792192
116,23,0.4261339862748235
120,23,0.12367694095013738
124,23,0.147008043194384
128,23,0.1954004810451786
132,23,0.14574790491697456
136,23,0.18603062732344738
140,23,0.1232225404191544
144,23,0.1530510472245202
148,23,0.1401308388826725
152,23,0.1715683216480017
156,23,0.24736804939619286
160,23,0.19868183593449434
164,23,0.18010220231727622
168,23,0.15872716573464873
172,23,0.2687102264623313
176,23,0.13908698019047464
180,23,0.3122755424943639
184,23,0.18354381485570515
188,23,0.1912959085813507
192,23,0.14659344874005145
196,23,0.17926962584187517
200,23,0.10257273894545595
204,23,0.15939997558447533
208,23,0.1550230168156924
212,23,0.15724481858828623
216,23,0.2686474060671655
220,23,0.5325708024232888
224,23,0.16548313511072718
228,23,0.1335655319566911
232,23,0.11631935180659694
236,23,0.1284794079131026
240,23,0.14602265032782827
244,23,0.13423327536005072
248,23,0.1618474506894462
252,23,0.13013065343796212
256,23,0.14761307180926933
260,23,0.1624579845098796
264,23,0.13960499643014554
268,23,0.16104784619219878
272,23,0.1455700332376776
276,23,0.1575266683782772
280,23,0.19346798652071934
284,23,0.12004722389915573
288,23,0.2908534802139812
292,23,0.1489324556381593
296,23,0.37727063436850317
300,23,0.1363031755641764
304,23,0.20457467076378738
308,23,0.13267936443115028
312,23,0.17167673228923977
316,23,0.19558429613685913
320,23,0.40928559603963677
324,23,0.15869076753282538
328,23,0.1613436104279595
332,23,0.14114623410734298
336,23,0.12495396928726063
340,23,0.16623699890665392
344,23,0.13491054238452552
348,23,0.20527041057007164
352,23,0.12064036292629725
356,23,0.1688067617094335
360,23,0.16974309648731362
364,23,0.34758211495329294
368,23,0.15674983698876013
372,23,0.13623746215298413
376,23,0.19026497597965142
380,23,0.1594788950685934
384,23,0.19409207617543828
388,23,0.1705672325004868
392,23,0.31922089428645445
396,23,0.16135659943775935
0,29,0.12593135176878925
4,29,0.21398577367293833
8,29,0.1293497400670067
12,29,0.2136129614051509
16,29,0.13747767815404247
20,29,0.14942159124785762
24,29,0.2272065253697391
28,29,0.2499837602067093
32,29,0.13868344340774938
36,29,0.13941568361325543
40,29,0.2227212886698044
44,29,0.18810478139138292
48,29,0.26965778985464256
52,29,0.517096192270365
56,29,0.11283909814876843
60,29,0.11826923374219742
64,29,0.1320799780704248
68,29,0.13022826365423176
